人物1,小类关系,大类关系,人物2
林丽莹[文莱艺人吴尊妻子],女儿,女儿,吴欣怡
林丽莹[文莱艺人吴尊妻子],配偶,情人,吴尊
林丽莹,丈夫,丈夫,吴尊
林丽娟[京剧演员],师承,老师,李多奎
林立雯,搭档,合作,王怡仁
林立衡,父亲,父亲,林彪
林立衡,母亲,母亲,叶群
林立衡,丈夫,丈夫,张清霖
林立果,父母,父母,林彪
林立果,父母,父母,叶群
林立果,父亲,父亲,林彪
林立果,姐姐,姐姐,林立衡
林立果,母亲,母亲,叶群
林立果,女友,女友,张宁
林雷·巴鲁克,初恋,情人,艾丽斯·达夫
林雷·巴鲁克,妻子,妻子,迪莉娅·莱恩
林雷·巴鲁克,子女,子女,威迪
林雷·巴鲁克,子女,子女,泰勒
林雷·巴鲁克,子女,子女,莎莎
林乐怡,丈夫,丈夫,金庸
林琅天,老师,老师,穆师
林宽子,前夫,丈夫,黒泽久雄
林肯·莱姆,搭档,合作,艾米莉亚·萨克斯
林肯·莱姆,对手,敌人,理查德·洛根
林锴,儿子,儿子,林晖
林锴,孙女,孙女,林妙可
林凯森,父亲,父亲,林志颖
林凯闵,妻子,妻子,王渝文
林俊贤,搭档,合作,刘嘉玲
林俊贤,搭档,合作,傅艺伟
林俊贤,搭档,合作,王祖贤
林俊杰[新加坡创作型男歌手、音乐制作人],哥哥,哥哥,林俊峰
林俊杰[新加坡创作型男歌手、音乐制作人],好友,朋友,林志颖
林俊杰[新加坡创作型男歌手、音乐制作人],好友,朋友,张怀秋
林俊杰[新加坡创作型男歌手、音乐制作人],好友,朋友,张杰
林俊杰,搭档,合作,陈泽杉
林俊杰,搭档,合作,郎朗
林俊杰,绯闻,绯闻,Hebe
林俊杰,绯闻,绯闻,高宇蓁
林俊杰,绯闻女友,绯闻,金莎
林俊杰,哥哥,哥哥,林俊峰
林俊杰,好友,朋友,蔡卓妍
林俊杰,好友,朋友,王宇婕
林俊杰,好友,朋友,张怀秋
林俊杰,好友,朋友,李玖哲
林俊杰,好友,朋友,张杰
林俊杰,好友,朋友,胡彦斌
林俊杰,好友,朋友,林志颖
林俊杰,好友,朋友,张卓楠
林俊杰,好友,朋友,萧敬腾
林俊杰,老乡,老乡,蔡健雅
林俊杰,好友,朋友,方文山
林俊杰,好友,朋友,陈信宏
林俊杰,好友,朋友,罗志祥
林俊杰,好友,朋友,郭静
林俊杰,前女友,女友,lillian
林俊杰,师妹,同门,廖语晴
林俊红[中国自行车运动员],父亲,父亲,林勇
林俊峰[歌手林俊杰的哥哥],弟弟,弟弟,林俊杰
林俊峰,弟弟,弟弟,林俊杰
林静仪,丈夫,丈夫,何润东
林静晓,好友,朋友,吴柏松等
林静晓,好友,朋友,陈小希
林静晓,好友,朋友,江辰
林静晓,配偶,情人,陆杨
林静晓,同学,同学,陈小希
林静晓,同学,同学,陆杨
林静晓,同学,同学,江辰
林静晓,同学,同学,吴柏松等
林敬刚,绯闻女友,绯闻,姚乐怡
林惊羽,好友,朋友,张小凡
林惊羽,老师,老师,万剑一
林惊羽,老师,老师,苍松道人
林菁[汪涵前妻],前夫,丈夫,汪涵
林觉民,弟弟,弟弟,林尹民
林觉民,妻子,妻子,陈意映
林觉民,堂哥,堂哥,林长民
林觉民,侄女,侄女,林徽因
林江国,绯闻,绯闻,馨子
林建岳,次女,女儿,林心儿
林建岳,好友,朋友,赵晨浩
林建岳,母亲,母亲,余宝珠
林建岳,前女友,女友,王祖贤
林建岳,前女友,女友,陈浥萍
林建岳,前妻,妻子,谢玲玲
林建岳,长女,女儿,林恬儿
林建岳,长子,儿子,林孝贤
林嘉佑,父母,父母,林敏君
林嘉佑,父母,父母,王绍华
林嘉佑,哥哥,哥哥,王英杰
林嘉佑,姐姐,姐姐,王慧仪
林嘉欣[中国台湾演员、歌手],搭档,合作,岸西
林嘉欣[中国台湾演员、歌手],好友,朋友,李心洁
林嘉欣[中国台湾演员、歌手],老师,老师,詹瑞文
林嘉欣[中国台湾演员、歌手],丈夫,丈夫,袁剑伟
林嘉欣,搭档,合作,岸西
林嘉欣,老师,老师,詹瑞文
林嘉欣,好友,朋友,李心洁
林嘉欣,偶像,偶像,北野武
林嘉欣,好友,朋友,郑伊健
林嘉欣,丈夫,丈夫,袁剑伟
林嘉绮,好友,朋友,胡兵
林嘉茉,爱人,情人,赵烨
林嘉茉,初恋,情人,苏凯
林嘉茉,好友,朋友,方茴
林嘉茉,好友,朋友,陈寻
林嘉茉,好友,朋友,乔燃
林嘉茉,好友,朋友,赵烨
林嘉茉,偶像,偶像,后街男孩
林家耀,表妹,表妹,吴若云
林家耀,叔叔,叔叔,林参谋长
林家菱,母亲,母亲,张庭
林家栋,好友,朋友,刘德华
林家栋,老师,老师,万梓良
林家川,父亲,父亲,林和平
林佳楣,大女儿,女儿,李紫阳
林佳楣,女儿,女儿,李小林
林佳楣,小女儿,女儿,李小林
林佳楣,丈夫,丈夫,李先念
林慧玉,扮演者,扮演,徐熙颜
林慧萍,好友,朋友,黄乙玲
林慧晶,丈夫,丈夫,王伟忠
林惠嘉,丈夫,丈夫,李安
林徽因[中国建筑师、诗人、作家、教师],父亲,父亲,林长民
林徽因[中国建筑师、诗人、作家、教师],女儿,女儿,梁再冰
林徽因[中国建筑师、诗人、作家、教师],叔叔,叔叔,林觉民
林徽因[中国建筑师、诗人、作家、教师],丈夫,丈夫,梁思成
林徽因[中国建筑师、诗人、作家、教师],儿子,儿子,梁从诫
林徽因[中国建筑师、诗人、作家、教师],祖父,祖父,林孝恂
林徽因,儿子,儿子,梁从诫
林徽因,父亲,父亲,林长民
林徽因,公公,公公,梁启超
林徽因,好友,朋友,金岳霖
林徽因,好友,朋友,泰戈尔
林徽因,女儿,女儿,梁再冰
林徽因,婆婆,婆婆,李蕙仙
林徽因,叔叔,叔叔,林觉民
林徽因,叔叔,叔叔,林尹民
林徽因,小叔子,小叔子,梁思达
林徽因,小叔子,小叔子,梁思礼
林徽因,小叔子,小叔子,梁思忠
林徽因,小叔子,小叔子,梁思永
林徽因,丈夫,丈夫,梁思成
林徽因,侄女,侄女,林璎
林晖闵,搭档,合作,纪欣妤
林晖[童星林妙可之父],父亲,父亲,林锴
林晖[童星林妙可之父],哥哥,哥哥,林阳
林晖[童星林妙可之父],女儿,女儿,林妙可
林晖[童星林妙可之父],妻子,妻子,刘喆平
林晖,女儿,女儿,林妙可
林华华[电视剧《人民的名义》人物],上司,上司,陈海
林华华[电视剧《人民的名义》人物],上司,上司,陆亦可
林华华[电视剧《人民的名义》人物],上司,上司,侯亮平
林华华[电视剧《人民的名义》人物],同事,同事,陈群芳
林华国,儿子,儿子,林峯
林华国,儿子,儿子,林峰
林华国,父亲,父亲,林梦飞
林华昌,继任,继任者,曾辉缵
林华昌,前任,情人,蔡登龙
林红玉[小说《红楼梦》中人物],丈夫,丈夫,贾芸
林红玉[小说《红楼梦》中人物],父亲,父亲,林之孝
林红玉[小说《红楼梦》中人物],母亲,母亲,林之孝家的
林红玉,搭档,合作,刘宝全
林姮怡,儿子,儿子,蒋得勇
林姮怡,父亲,父亲,林欣荣
林姮怡,女儿,女儿,蒋得曦
林姮怡,丈夫,丈夫,蒋友柏
林和平[李念丈夫],配偶,情人,李念
林和平,妻子,妻子,李念
林皓阳,儿子,儿子,林思皓
林皓阳,妻子,妻子,苏曼音
林皓阳,养母,母亲,陈玉凤
林皓,好友,朋友,赵毅
林皓,好友,朋友,李佳
林皓,情敌,情人,金睿
林皓,心上人,情人,沈长清
林浩贤,父亲,父亲,林肇基
林浩贤,母亲,母亲,曾华倩
林好,经纪人,经纪人,王悦
林翰文,配偶,情人,江诗诗
林涵,前妻,妻子,朱丹
林海峰[中国香港艺人],队友,合作,软硬天师
林海峰[中国香港艺人],妻子,妻子,彭羚
林海峰[围棋棋手],老师,老师,吴清源
林海峰[围棋棋手],学生,学生,张栩等
林海峰,弟弟,弟弟,林晓峰
林海峰,学生,学生,张栩
林海峰,队友,合作,葛民辉
林海峰,老师,老师,吴清源
林海峰,好友,朋友,郑伊健
林海峰,姐姐,姐姐,林珊珊
林海峰,舅舅,舅舅,狄龙
林海峰,好友,朋友,黄贯中
林海峰,妻子,妻子,彭羚
林海峰,师叔,老师,曹薰铉
林国雄,妻子,妻子,陈秀雯
林国斌,好友,朋友,何家劲
林国斌,好友,朋友,古天乐
林国斌,前女友,女友,梅艳芳
林公玉,哥哥,哥哥,宜高
林更新,传闻不和,敌人,秋瓷炫
林更新,搭档,合作,高晓松
林更新,搭档,合作,周冬雨
林更新,搭档,合作,赵韩樱子
林更新,好友,朋友,赵又廷
林更新,好友,朋友,袁弘
林更新,好友,朋友,马天宇
林更新,好友,朋友,王思聪
林更新,好友,朋友,胡歌
林更新,好友,朋友,蒋劲夫
林更新,好友,朋友,刘诗诗
林更新,好友,朋友,袁弘
林更新,好友,朋友,韩栋
林更新,同学,同学,蒲巴甲
林福喜,前任,情人,乐文祥
林奉紫,父亲,父亲,重莲
林奉紫,姐姐,姐姐,重雪芝
林奉紫,母亲,母亲,林宇凰
林奉紫,养父,父亲,林轩凤
林凤娇,搭档,合作,谭道良
林凤娇,儿子,儿子,房祖名
林凤娇,父亲,父亲,林维良
林凤娇,公公,公公,房道龙
林凤娇,偶像,偶像,梁朝伟
林凤娇,情敌,情人,林青霞
林凤娇,昔日情敌,情敌,吴绮莉
林凤娇,昔日情敌,情敌,邓丽君
林凤娇,丈夫,丈夫,成龙
林峰[中国香港男歌手、演员],父亲,父亲,林华国
林峰[中国香港男歌手、演员],老师,老师,朱逢博
林峰[中国香港男歌手、演员],祖父,祖父,林梦飞
林峰,搭档,合作,马国明
林峰,搭档,合作,张晓龙
林峰,搭档,合作,斓曦
林峰,搭档,合作,杨怡
林峰,搭档,合作,李倩
林峰,搭档,合作,迪丽热巴
林峰,搭档,合作,陈怡蓉
林峰,搭档,合作,刘松仁
林峰,搭档,合作,官恩娜
林峰,翻版,翻版,古天乐
林峰,绯闻女友,绯闻,钟嘉欣
林峰,绯闻女友,绯闻,李彩桦
林峰,父亲,父亲,林华国
林峰,好友,朋友,李晨
林峰,好友,朋友,谢天华
林峰,好友,朋友,阮兆祥
林峰,老师,老师,朱逢博
林峰,女友,女友,吴千语
林峰,好友,朋友,古巨基
林峰,好友,朋友,吴卓羲
林峰,好友,朋友,胡杏儿
林峰,好友,朋友,叶璇
林峰,前女友,女友,林嘉欣
林峰,前女友,女友,潘霜霜
林峰,祖父,祖父,林梦飞
林芳兵,搭档,合作,张立
林芳兵,同学,同学,严晓频
林繁男,家人,家人,艺人林志玲父亲
林繁男,女儿,女儿,林志玲
林二汶,搭档,合作,卢凯彤
林二汶,哥哥,哥哥,林一峰
林尔奇,好友,朋友,杜亚斯
林尔奇,好友,朋友,费南度
林尔奇,恋人,情人,可岚
林恩·柯林斯,丈夫,丈夫,史蒂文·斯崔特
林恩·柯林斯,丈夫,丈夫,史蒂文·斯崔特
林鹅峰,父亲,父亲,林罗山
林动[天蚕土豆所著玄幻小说《武动乾坤》的男主角],妹妹,妹妹,林青檀
林动[天蚕土豆所著玄幻小说《武动乾坤》的男主角],妻子,妻子,绫清竹
林动[天蚕土豆所著玄幻小说《武动乾坤》的男主角],妻子,妻子,应欢欢
林动[天蚕土豆所著玄幻小说《武动乾坤》的男主角],长辈,家人,林啸
林动[天蚕土豆所著玄幻小说《武动乾坤》的男主角],长辈,家人,林震天
林动[天蚕土豆所著玄幻小说《武动乾坤》的男主角],长辈,家人,柳妍
林动[天蚕土豆所著玄幻小说《武动乾坤》的男主角],子孙,子孙,林雨寒
林动[天蚕土豆所著玄幻小说《武动乾坤》的男主角],子孙,子孙,林静
林动[天蚕土豆所著《武动乾坤》主人公],二弟,弟弟,林貂
林动[天蚕土豆所著《武动乾坤》主人公],父母,父母,柳妍
林动[天蚕土豆所著《武动乾坤》主人公],父母,父母,林啸
林动[天蚕土豆所著《武动乾坤》主人公],妹妹,妹妹,林青檀
林动[天蚕土豆所著《武动乾坤》主人公],妻子,妻子,应欢欢
林动[天蚕土豆所著《武动乾坤》主人公],妻子,妻子,绫清竹
林动[天蚕土豆所著《武动乾坤》主人公],三弟,弟弟,林炎
林动[天蚕土豆所著《武动乾坤》主人公],祖父,祖父,林震天
林动[天蚕土豆所著《武动乾坤》主人公],长女,女儿,林静
林动,妻子,妻子,绫清竹 应欢欢
林丁丁,战友,战友,萧穗子
林丁丁,战友,战友,刘峰
林丁丁,战友,战友,何小萍
林丁丁,战友,战友,郝淑雯等
林丁丁,追求者,追求者,刘峰
林迪安,老师,老师,徐小明
林德雄[艺人林志颖的父亲],儿子,儿子,林志鑫
林德雄[艺人林志颖的父亲],儿子,儿子,林志杰
林德雄[艺人林志颖的父亲],儿子,儿子,林志颖
林德雄[艺人林志颖的父亲],儿子,儿子,林志龙
林德雄[艺人林志颖的父亲],女儿,女儿,林志忆
林德雄,儿子,儿子,林志颖
林德信,父亲,父亲,林子祥
林德信,哥哥,哥哥,朱志威
林德信,好友,朋友,松冈李那
林德信,继母,母亲,叶倩文
林德信,母亲,母亲,吴正元
林德信,好友,朋友,松冈李那
林丹青,好友,朋友,孙建新
林丹青,妹妹,妹妹,林丹娘
林丹青,前女友,女友,张美诺
林丹[中国羽毛球运动员、世界羽毛球名将],妻子,妻子,谢杏芳
林丹[羽毛球运动员],妻子,妻子,谢杏芳
林丹,队友,合作,张尉
林丹,队友,合作,董炯
林丹,队友,合作,肖辉
林丹,队友,合作,刘永
林丹,队友,合作,鲍春来
林丹,队友,合作,陈宏
林丹,队友,合作,孙俊
林丹,队友,合作,罗毅刚
林丹,队友,合作,余锦豪
林丹,队友,合作,夏煊泽
林丹,队友,合作,陈金
林丹,对手,敌人,陶菲克
林丹,对手,敌人,李宗伟
林丹,老师,老师,李永波
林丹,老师,老师,吉新鹏
林丹,妻子,妻子,谢杏芳
林黛玉,扮演者,扮演,陈晓旭
林黛玉,表哥,表哥,贾宝玉
林黛玉,表姐,表姐,贾元春
林黛玉,好友,朋友,紫鹃
林黛玉,情敌,情人,薛宝钗
林黛玉,老师,老师,贾雨村
林黛玉,外祖母,外祖母,贾母
林黛羽,父亲,父亲,林瘦鹃
林黛羽,未婚夫,丈夫,俞佩玉
林黛,父亲,父亲,程思远
林黛,干女儿,女儿,冯宝宝
林黛,公公,公公,龙云
林黛,婆婆,婆婆,李培莲
林黛,义女,女儿,冯宝宝
林大竣,父亲,父亲,林永健
林大竣,干妈,母亲,宋丹丹
林大竣,母亲,母亲,周冬齐
林达民,前女友,女友,邝美云
林达浪,妻子,妻子,陈宝茱
林翠,大女儿,女儿,王馨平
林翠,第一任丈夫,丈夫,秦剑
林翠,儿子,儿子,陈山河
林翠,哥哥,哥哥,曾江
林丛[中国内地女导演],父亲,父亲,林兆华
林丛[中国内地女导演、编剧],父亲,父亲,林兆华
林纯美,好友,朋友,湘琴
林传凯,妻子,妻子,蔡旻纹
林传凯,小姨子,小姨子,蔡依林
林楚麒,搭档,合作,黄贯中
林楚麒,父亲,父亲,黄浩义
林楚麒,继父,父亲,黄浩义
林楚麒,舅舅,舅舅,周少麟
林楚麒,母亲,母亲,周采茨
林楚麒,外公,外公,周信芳
林楚麒,外婆,外婆,裘丽琳
林楚麒,外甥女,外甥女,周英华
林楚麒,外祖母,外祖母,裘丽琳
林楚楚,儿子,儿子,黎铿
林楚楚,母亲,母亲,黎宣
林楚楚,母亲,母亲,黎萱
林楚楚,女儿,女儿,黎萱
林楚楚,孙女,孙女,黎姿
林楚楚,孙子,孙子,黎婴
林楚楚,丈夫,丈夫,黎民伟
林冲,好友,朋友,宋江
林诚人,好友,朋友,宍户锭 Jô Shishido
林朝英[《神雕侠侣》人物],徒孙,学生,李莫愁
林朝英[《神雕侠侣》人物],徒孙,学生,黄衫女子
林朝英[《神雕侠侣》人物],徒孙,学生,小龙女
林朝英[《神雕侠侣》人物],心上人,情人,王重阳
林朝英,心上人,情人,王重阳
林超贤,好友,朋友,黎耀祥
林超贤,老师,老师,陈嘉上
林超贤,老师,老师,徐克
林超群,学生,学生,孔雀屏
林超群,学生,学生,芳艳芬
林昌正,搭档,合作,崔丹尼尔
林昌正,儿子,儿子,任俊浩
林昌正,儿子,儿子,任俊成
林昌正,儿子,儿子,任俊宇
林昌正,妻子,妻子,金贤珠
林昌正,前妻,妻子,金贤珠
林草草,闺蜜,闺蜜,江百合
林博文,妻子,妻子,袁立
林伯渠,儿子,儿子,林用三
林炳昆,恋人,情人,郭三妹
林炳昆,妻子,妻子,郭二妹
林炳昆,兄弟,兄弟,陈恩纯
林炳昆,养父,父亲,陈老师
林炳昆,养母,母亲,陈师娘
林秉翰,母亲,母亲,张庭
林彪,大女儿,女儿,林晓霖
林彪,第二任妻子,妻子,张梅
林彪,第三任妻子,妻子,叶群
林彪,二女儿,女儿,林立衡
林彪,好友,朋友,吴法宪
林彪,堂哥,堂哥,张浩
林彪,未婚妻,妻子,汪静宜
林彪,小儿子,儿子,林立果
林碧琪,配偶,情人,施伟然
林保怡,伯乐,老师,叶德娴
林保怡,搭档,合作,宣萱
林保怡,搭档,合作,扬明
林保怡,搭档,合作,吴启华
林保怡,搭档,合作,蔡少芬
林保怡,搭档,合作,蒙嘉慧
林保怡,搭档,合作,陈慧珊
林保怡,搭档,合作,张萌
林保怡,好友,朋友,夏子涵
林宝田,扮演者,扮演,淳于珊珊
林拜,好友,朋友,郑秋冬
林拜,妻子,妻子,冯眷眷
林柏升,女友,女友,许维恩
林柏光,好友,朋友,Mai Davika
林百欣[企业家],儿媳,儿媳,谢玲玲
林百欣[企业家],儿子,儿子,林建名
林百欣[企业家],儿子,儿子,林建岳
林百欣[企业家],女儿,女儿,林淑如
林百欣[企业家],孙女,孙女,林恬儿
林百欣[企业家],孙子,孙子,林孝贤
林百欣[企业家],下属,下属,陈庭威
林百欣,儿子,儿子,林建岳
林百欣,孙女,孙女,林恬儿
林艾为,姐夫,姐夫,霍建华
林艾为,姐姐,姐姐,林心如
林艾为,师兄,师兄,张天霖
林艾为,师兄,师兄,李威
邻和公主,父亲,父亲,郁久闾庵罗辰
邻和公主,丈夫,丈夫,北齐武成帝高湛
邻和公主,祖父,祖父,郁久闾阿那瑰
猎人克莱文,弟弟,弟弟,变色龙
猎犬塞勒斯,上司,上司,巴恩·巴休特
猎颅荧惑,上司,上司,阎王
烈影神宗,仇敌,仇人,蜀山派
烈焰彼诺修,妹妹,妹妹,冰霜克拉赫
烈焰[《酒神》的女主角],爱人,情人,姬动
烈炎,老师,老师,火神祝融
烈亲王,儿媳,儿媳,柳涵香
烈亲王,儿子,儿子,爱新觉罗·博海
烈亲王,儿子,儿子,爱新觉罗·巴布
烈亲王,父亲,父亲,爱新觉罗·福临
烈亲王,情敌,情人,爱新觉罗·玄烨
烈亲王,养子,儿子,格泰
烈儿,爱人,情人,永逸
列中流,弟弟,弟弟,列中石
列中流,妻子,妻子,卫秋娘
列战英,好友,朋友,卫铮等人
列泽维姆·李维安·路西法,儿子,儿子,？？？·路西法
列泽维姆·李维安·路西法,父亲,父亲,元祖魔王路西法
列泽维姆·李维安·路西法,母亲,母亲,恶魔之母莉莉丝
列泽维姆·李维安·路西法,孙子,孙子,瓦力·路西法
列有银,女友,女友,康尔丽
列维·施瑞博尔,搭档,合作,福里斯特·惠特克
列维·施瑞博尔,妻子,妻子,娜奥米·沃茨
列宁的父母怎样教育子女成才,弟弟,弟弟,德米特里
列宁[苏维埃社会主义共和国联盟的缔造者],继任,继任者,约瑟夫·维萨里奥诺维奇·斯大林
列宁,继任,继任者,阿列克谢·伊万诺维奇·李可夫
列宁,前任,情人,职位创立
列经衣,同伙,合作,韩道衣
列经衣,同伙,合作,潇德衣
列汉球,儿子,儿子,列小球
列奥尼达,妻妾,妻子,戈尔戈
列奥尼达,子女,子女,普雷斯塔库斯
